DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Protein presence (refined)
COLOR	#000000
STRIP_WIDTH	30
MARGIN	10
BORDER_WIDTH	0
LEGEND_TITLE	Architectural ortholog
LEGEND_SHAPES	1	1	1
LEGEND_COLORS	#2ca02c	#ff7f0e	#d62728
LEGEND_LABELS	Present	Possible (truncated)	Absent
DATA
GB_GCA_964622895.1	#d62728	Absent
GB_GCA_964570845.1	#2ca02c	Present (high-confidence)
GB_GCA_049293315.1	#2ca02c	Present (high-confidence)
GB_GCA_017511205.1	#d62728	Absent
GB_GCA_943354915.1	#d62728	Absent
GB_GCA_964348625.1	#2ca02c	Present (high-confidence)
GB_GCA_017406985.1	#d62728	Absent
GB_GCA_017406565.1	#d62728	Absent
GB_GCA_963551825.1	#d62728	Absent
GB_GCA_963843205.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_963514175.1	#d62728	Absent
GB_GCA_964441225.1	#2ca02c	Present (high-confidence)
GB_GCA_004145215.1	#2ca02c	Present (high-confidence)
GB_GCA_017432225.1	#d62728	Absent
GB_GCA_025924835.1	#2ca02c	Present (high-confidence)
GB_GCA_963553645.1	#2ca02c	Present (high-confidence)
GB_GCA_032153715.1	#2ca02c	Present (high-confidence)
GB_GCA_938045395.1	#d62728	Absent
GB_GCA_938045335.1	#d62728	Absent
GB_GCA_964383445.1	#d62728	Absent
GB_GCA_046350635.1	#2ca02c	Present (high-confidence)
GB_GCA_027365445.1	#2ca02c	Present (high-confidence)
RS_GCF_000392435.1	#2ca02c	Present (high-confidence)
GB_GCA_963544155.1	#d62728	Absent
GB_GCA_030432305.1	#2ca02c	Present (high-confidence)
GB_GCA_026395435.1	#2ca02c	Present (high-confidence)
GB_GCA_024635455.1	#2ca02c	Present (high-confidence)
GB_GCA_964627095.1	#2ca02c	Present (high-confidence)
GB_GCA_964430405.1	#d62728	Absent
GB_GCA_016187125.1	#d62728	Absent
GB_GCA_964638875.1	#2ca02c	Present (high-confidence)
GB_GCA_016176605.1	#d62728	Absent
GB_GCA_019347875.1	#2ca02c	Present (high-confidence)
GB_GCA_963539345.1	#2ca02c	Present (high-confidence)
GB_GCA_002313515.1	#d62728	Absent
GB_GCA_027314795.1	#2ca02c	Present (high-confidence)
GB_GCA_964349805.1	#2ca02c	Present (high-confidence)
GB_GCA_016112465.1	#d62728	Absent
GB_GCA_963529335.1	#2ca02c	Present (high-confidence)
GB_GCA_905371595.1	#2ca02c	Present (high-confidence)
GB_GCA_043743855.1	#2ca02c	Present (high-confidence)
GB_GCA_035713075.1	#d62728	Absent
GB_GCA_045603805.1	#d62728	Absent
GB_GCA_035478455.1	#2ca02c	Present (high-confidence)
GB_GCA_903832035.1	#d62728	Absent
GB_GCA_024330325.1	#2ca02c	Present (high-confidence)
GB_GCA_946406665.1	#d62728	Absent
GB_GCA_017431105.1	#d62728	Absent
GB_GCA_964446315.1	#2ca02c	Present (high-confidence)
GB_GCA_041910055.1	#2ca02c	Present (high-confidence)
GB_GCA_017506895.1	#d62728	Absent
GB_GCA_964629565.1	#2ca02c	Present (high-confidence)
GB_GCA_964609585.1	#2ca02c	Present (high-confidence)
GB_GCA_030855585.1	#2ca02c	Present (high-confidence)
GB_GCA_963518195.1	#d62728	Absent
GB_GCA_007845485.1	#2ca02c	Present (high-confidence)
GB_GCA_965242265.1	#d62728	Absent
GB_GCA_043743105.1	#d62728	Absent
GB_GCA_964483335.1	#d62728	Absent
GB_GCA_038317055.1	#2ca02c	Present (high-confidence)
GB_GCA_017561575.1	#d62728	Absent
GB_GCA_964617035.1	#2ca02c	Present (high-confidence)
GB_GCA_035702905.1	#2ca02c	Present (high-confidence)
GB_GCA_900556165.1	#d62728	Absent
GB_GCA_017404725.1	#d62728	Absent
GB_GCA_042642105.1	#d62728	Absent
GB_GCA_002413865.1	#2ca02c	Present (high-confidence)
GB_GCA_948477625.1	#d62728	Absent
GB_GCA_964402815.1	#d62728	Absent
GB_GCA_964584265.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_905365145.1	#2ca02c	Present (high-confidence)
GB_GCA_035996265.1	#2ca02c	Present (high-confidence)
GB_GCA_043788365.1	#d62728	Absent
GB_GCA_937889535.1	#d62728	Absent
GB_GCA_964443395.1	#d62728	Absent
GB_GCA_963551735.1	#2ca02c	Present (high-confidence)
GB_GCA_964639195.1	#2ca02c	Present (high-confidence)
GB_GCA_016699935.1	#2ca02c	Present (high-confidence)
GB_GCA_013333645.2	#2ca02c	Present (high-confidence)
GB_GCA_964441005.1	#d62728	Absent
GB_GCA_963548065.1	#2ca02c	Present (high-confidence)
GB_GCA_964463635.1	#2ca02c	Present (high-confidence)
GB_GCA_964413835.1	#d62728	Absent
GB_GCA_964622365.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_964594565.1	#d62728	Absent
GB_GCA_945873065.1	#2ca02c	Present (high-confidence)
GB_GCA_947302355.1	#d62728	Absent
GB_GCA_017510835.1	#d62728	Absent
GB_GCA_964646575.1	#2ca02c	Present (high-confidence)
GB_GCA_949480205.1	#d62728	Absent
GB_GCA_963456375.1	#2ca02c	Present (high-confidence)
GB_GCA_035945435.1	#2ca02c	Present (high-confidence)
GB_GCA_963762395.1	#2ca02c	Present (high-confidence)
GB_GCA_009785095.1	#2ca02c	Present (high-confidence)
GB_GCA_016700315.1	#2ca02c	Present (high-confidence)
GB_GCA_030917125.1	#2ca02c	Present (high-confidence)
GB_GCA_030854905.1	#2ca02c	Present (high-confidence)
GB_GCA_017524405.1	#d62728	Absent
GB_GCA_964413715.1	#2ca02c	Present (high-confidence)
GB_GCA_964629705.1	#d62728	Absent
GB_GCA_001897295.1	#2ca02c	Present (high-confidence)
GB_GCA_963456245.1	#d62728	Absent
GB_GCA_046846435.1	#2ca02c	Present (high-confidence)
GB_GCA_964573585.1	#2ca02c	Present (high-confidence)
GB_GCA_035510715.1	#d62728	Absent
GB_GCA_038245115.1	#2ca02c	Present (high-confidence)
GB_GCA_036276755.1	#d62728	Absent
GB_GCA_905372785.1	#2ca02c	Present (high-confidence)
GB_GCA_964423965.1	#2ca02c	Present (high-confidence)
GB_GCA_964576475.1	#2ca02c	Present (high-confidence)
GB_GCA_014191035.1	#2ca02c	Present (high-confidence)
GB_GCA_045660085.1	#d62728	Absent
GB_GCA_024697865.1	#d62728	Absent
GB_GCA_964530555.1	#2ca02c	Present (high-confidence)
GB_GCA_963541025.1	#d62728	Absent
GB_GCA_963553085.1	#d62728	Absent
GB_GCA_003979185.1	#d62728	Absent
GB_GCA_045650525.1	#d62728	Absent
GB_GCA_027492735.1	#2ca02c	Present (high-confidence)
GB_GCA_947305655.1	#d62728	Absent
GB_GCA_020428115.1	#2ca02c	Present (high-confidence)
GB_GCA_946530935.1	#d62728	Absent
GB_GCA_029549925.1	#d62728	Absent
RS_GCF_037013405.1	#2ca02c	Present (high-confidence)
GB_GCA_963533325.1	#2ca02c	Present (high-confidence)
GB_GCA_963553465.1	#2ca02c	Present (high-confidence)
GB_GCA_020631895.1	#d62728	Absent
GB_GCA_017533605.1	#d62728	Absent
GB_GCA_043727115.1	#2ca02c	Present (high-confidence)
GB_GCA_030916565.1	#d62728	Absent
GB_GCA_017652765.1	#d62728	Absent
GB_GCA_947307225.1	#d62728	Absent
GB_GCA_003246575.1	#2ca02c	Present (high-confidence)
GB_GCA_947097085.1	#d62728	Absent
GB_GCA_044341315.1	#2ca02c	Present (high-confidence)
GB_GCA_963532835.1	#2ca02c	Present (high-confidence)
GB_GCA_964535375.1	#d62728	Absent
GB_GCA_963543285.1	#2ca02c	Present (high-confidence)
GB_GCA_028289015.1	#2ca02c	Present (high-confidence)
GB_GCA_963526415.1	#d62728	Absent
GB_GCA_963554175.1	#d62728	Absent
GB_GCA_036379375.1	#d62728	Absent
GB_GCA_030431855.1	#2ca02c	Present (high-confidence)
GB_GCA_916438495.1	#d62728	Absent
GB_GCA_023262335.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_032229905.1	#2ca02c	Present (high-confidence)
GB_GCA_038064375.1	#2ca02c	Present (high-confidence)
GB_GCA_964584895.1	#2ca02c	Present (high-confidence)
GB_GCA_045630145.1	#d62728	Absent
GB_GCA_049286925.1	#d62728	Absent
RS_GCF_004138395.1	#d62728	Absent
GB_GCA_025449905.1	#2ca02c	Present (high-confidence)
GB_GCA_964498855.1	#2ca02c	Present (high-confidence)
GB_GCA_937921755.1	#d62728	Absent
GB_GCA_052031955.1	#2ca02c	Present (high-confidence)
GB_GCA_041487535.1	#2ca02c	Present (high-confidence)
GB_GCA_036405515.1	#2ca02c	Present (high-confidence)
GB_GCA_964433705.1	#d62728	Absent
GB_GCA_045603785.1	#d62728	Absent
GB_GCA_016191105.1	#2ca02c	Present (high-confidence)
GB_GCA_049790715.1	#d62728	Absent
GB_GCA_045576515.1	#d62728	Absent
GB_GCA_964499905.1	#d62728	Absent
GB_GCA_964540835.1	#2ca02c	Present (high-confidence)
GB_GCA_963542525.1	#2ca02c	Present (high-confidence)
GB_GCA_938028525.1	#d62728	Absent
GB_GCA_017619315.1	#d62728	Absent
GB_GCA_027451105.1	#2ca02c	Present (high-confidence)
GB_GCA_943353855.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_029557815.1	#2ca02c	Present (high-confidence)
GB_GCA_964452965.1	#d62728	Absent
GB_GCA_964635445.1	#2ca02c	Present (high-confidence)
GB_GCA_009777795.1	#d62728	Absent
GB_GCA_043740495.1	#2ca02c	Present (high-confidence)
GB_GCA_964506065.1	#2ca02c	Present (high-confidence)
GB_GCA_964633325.1	#2ca02c	Present (high-confidence)
GB_GCA_051891815.1	#d62728	Absent
GB_GCA_963548945.1	#2ca02c	Present (high-confidence)
GB_GCA_017541245.1	#d62728	Absent
GB_GCA_035329105.1	#d62728	Absent
GB_GCA_964549985.1	#2ca02c	Present (high-confidence)
GB_GCA_017433765.1	#d62728	Absent
GB_GCA_009787015.1	#d62728	Absent
GB_GCA_963514895.1	#2ca02c	Present (high-confidence)
GB_GCA_029260875.1	#2ca02c	Present (high-confidence)
GB_GCA_963530755.1	#d62728	Absent
GB_GCA_946560015.1	#d62728	Absent
GB_GCA_002348615.1	#2ca02c	Present (high-confidence)
GB_GCA_035510255.1	#2ca02c	Present (high-confidence)
GB_GCA_017459705.1	#d62728	Absent
GB_GCA_035457345.1	#2ca02c	Present (high-confidence)
GB_GCA_964632435.1	#2ca02c	Present (high-confidence)
GB_GCA_046350695.1	#d62728	Absent
RS_GCF_022828365.1	#2ca02c	Present (high-confidence)
GB_GCA_964444225.1	#2ca02c	Present (high-confidence)
GB_GCA_964556075.1	#2ca02c	Present (high-confidence)
GB_GCA_946997535.1	#d62728	Absent
GB_GCA_964560755.1	#2ca02c	Present (high-confidence)
GB_GCA_043741255.1	#2ca02c	Present (high-confidence)
GB_GCA_010202115.1	#2ca02c	Present (high-confidence)
GB_GCA_964464915.1	#2ca02c	Present (high-confidence)
GB_GCA_964365665.1	#2ca02c	Present (high-confidence)
GB_GCA_014378615.1	#2ca02c	Present (high-confidence)
GB_GCA_946222005.1	#2ca02c	Present (high-confidence)
GB_GCA_946222675.1	#d62728	Absent
GB_GCA_964636215.1	#2ca02c	Present (high-confidence)
GB_GCA_964426755.1	#2ca02c	Present (high-confidence)
GB_GCA_029780855.1	#2ca02c	Present (high-confidence)
GB_GCA_964629385.1	#2ca02c	Present (high-confidence)
GB_GCA_964466345.1	#d62728	Absent
GB_GCA_964590725.1	#d62728	Absent
GB_GCA_017514665.1	#d62728	Absent
GB_GCA_964629195.1	#d62728	Absent
GB_GCA_036392795.1	#2ca02c	Present (high-confidence)
GB_GCA_021789195.1	#2ca02c	Present (high-confidence)
GB_GCA_041906765.1	#2ca02c	Present (high-confidence)
GB_GCA_002293245.1	#2ca02c	Present (high-confidence)
GB_GCA_045651545.1	#d62728	Absent
GB_GCA_028286395.1	#2ca02c	Present (high-confidence)
GB_GCA_963517825.1	#d62728	Absent
GB_GCA_024682595.1	#d62728	Absent
GB_GCA_963540345.1	#d62728	Absent
GB_GCA_964420445.1	#2ca02c	Present (high-confidence)
RS_GCF_963967315.1	#2ca02c	Present (high-confidence)
GB_GCA_947095985.1	#2ca02c	Present (high-confidence)
GB_GCA_964536785.1	#d62728	Absent
GB_GCA_002363125.1	#d62728	Absent
GB_GCA_963549315.1	#d62728	Absent
GB_GCA_964603965.1	#2ca02c	Present (high-confidence)
GB_GCA_964497565.1	#2ca02c	Present (high-confidence)
GB_GCA_010202845.1	#2ca02c	Present (high-confidence)
GB_GCA_964525315.1	#2ca02c	Present (high-confidence)
GB_GCA_046350675.1	#2ca02c	Present (high-confidence)
GB_GCA_017512095.1	#d62728	Absent
GB_GCA_964451085.1	#2ca02c	Present (high-confidence)
GB_GCA_035479335.1	#2ca02c	Present (high-confidence)
GB_GCA_030429975.1	#2ca02c	Present (high-confidence)
GB_GCA_963926585.1	#d62728	Absent
GB_GCA_029288365.1	#2ca02c	Present (high-confidence)
GB_GCA_013099015.1	#2ca02c	Present (high-confidence)
GB_GCA_964536985.1	#2ca02c	Present (high-confidence)
GB_GCA_937903325.1	#2ca02c	Present (high-confidence)
GB_GCA_017460225.1	#d62728	Absent
GB_GCA_938039975.1	#2ca02c	Present (high-confidence)
GB_GCA_038257495.1	#2ca02c	Present (high-confidence)
GB_GCA_002361425.1	#d62728	Absent
GB_GCA_035717985.1	#d62728	Absent
GB_GCA_963553885.1	#2ca02c	Present (high-confidence)
GB_GCA_036743655.1	#2ca02c	Present (high-confidence)
GB_GCA_028286405.1	#2ca02c	Present (high-confidence)
GB_GCA_035510465.1	#2ca02c	Present (high-confidence)
GB_GCA_013815785.1	#2ca02c	Present (high-confidence)
GB_GCA_001790445.1	#2ca02c	Present (high-confidence)
GB_GCA_035546975.1	#2ca02c	Present (high-confidence)
GB_GCA_015257665.1	#2ca02c	Present (high-confidence)
GB_GCA_963532115.1	#d62728	Absent
GB_GCA_017510985.1	#d62728	Absent
GB_GCA_002455275.1	#2ca02c	Present (high-confidence)
GB_GCA_963552305.1	#d62728	Absent
GB_GCA_964384985.1	#d62728	Absent
GB_GCA_050258515.1	#2ca02c	Present (high-confidence)
GB_GCA_018499905.2	#2ca02c	Present (high-confidence)
GB_GCA_030428585.1	#2ca02c	Present (high-confidence)
GB_GCA_943358095.1	#2ca02c	Present (high-confidence)
GB_GCA_937997515.1	#d62728	Absent
GB_GCA_964573015.1	#2ca02c	Present (high-confidence)
GB_GCA_017545525.1	#d62728	Absent
GB_GCA_038245435.1	#2ca02c	Present (high-confidence)
GB_GCA_963528575.1	#2ca02c	Present (high-confidence)
GB_GCA_004297735.1	#2ca02c	Present (high-confidence)
GB_GCA_964593465.1	#2ca02c	Present (high-confidence)
GB_GCA_030536095.1	#d62728	Absent
GB_GCA_964471175.1	#d62728	Absent
GB_GCA_964407015.1	#d62728	Absent
GB_GCA_021850365.1	#2ca02c	Present (high-confidence)
GB_GCA_002861585.1	#2ca02c	Present (high-confidence)
GB_GCA_045590975.1	#d62728	Absent
GB_GCA_015257455.1	#d62728	Absent
GB_GCA_020631865.1	#2ca02c	Present (high-confidence)
GB_GCA_964465215.1	#2ca02c	Present (high-confidence)
GB_GCA_020428185.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_036758105.1	#d62728	Absent
GB_GCA_004561445.1	#d62728	Absent
GB_GCA_029781075.1	#2ca02c	Present (high-confidence)
GB_GCA_030430915.1	#2ca02c	Present (high-confidence)
GB_GCA_038213035.1	#d62728	Absent
GB_GCA_030272735.1	#2ca02c	Present (high-confidence)
GB_GCA_017962365.1	#d62728	Absent
GB_GCA_009923445.1	#2ca02c	Present (high-confidence)
GB_GCA_963789695.1	#2ca02c	Present (high-confidence)
GB_GCA_050950465.1	#d62728	Absent
GB_GCA_938036745.1	#d62728	Absent
GB_GCA_938049075.1	#2ca02c	Present (high-confidence)
GB_GCA_009778675.1	#d62728	Absent
GB_GCA_017437945.1	#d62728	Absent
GB_GCA_903866605.1	#2ca02c	Present (high-confidence)
GB_GCA_045641545.1	#d62728	Absent
GB_GCA_041742395.1	#2ca02c	Present (high-confidence)
GB_GCA_038064995.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_963525845.1	#2ca02c	Present (high-confidence)
GB_GCA_964647125.1	#2ca02c	Present (high-confidence)
GB_GCA_031261545.1	#d62728	Absent
GB_GCA_025927415.1	#2ca02c	Present (high-confidence)
GB_GCA_003962975.1	#2ca02c	Present (high-confidence)
GB_GCA_963742655.1	#2ca02c	Present (high-confidence)
GB_GCA_041750695.1	#d62728	Absent
GB_GCA_964502795.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_002429375.1	#2ca02c	Present (high-confidence)
GB_GCA_947306745.1	#d62728	Absent
GB_GCA_963704675.1	#2ca02c	Present (high-confidence)
GB_GCA_938049755.1	#d62728	Absent
GB_GCA_963527165.1	#d62728	Absent
GB_GCA_964488555.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_964619585.1	#2ca02c	Present (high-confidence)
GB_GCA_039812985.1	#d62728	Absent
GB_GCA_028288925.1	#2ca02c	Present (high-confidence)
GB_GCA_964649505.1	#2ca02c	Present (high-confidence)
GB_GCA_043753565.1	#2ca02c	Present (high-confidence)
GB_GCA_964388975.1	#d62728	Absent
GB_GCA_964557445.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_021780305.1	#2ca02c	Present (high-confidence)
GB_GCA_964393815.1	#2ca02c	Present (high-confidence)
GB_GCA_964426605.1	#2ca02c	Present (high-confidence)
GB_GCA_035480635.1	#2ca02c	Present (high-confidence)
GB_GCA_045537505.1	#d62728	Absent
GB_GCA_964610655.1	#d62728	Absent
GB_GCA_045628725.1	#2ca02c	Present (high-confidence)
GB_GCA_943354655.1	#2ca02c	Present (high-confidence)
GB_GCA_051305895.1	#2ca02c	Present (high-confidence)
GB_GCA_964440975.1	#d62728	Absent
GB_GCA_036279215.1	#d62728	Absent
GB_GCA_045603565.1	#d62728	Absent
GB_GCA_946804195.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_017433855.1	#d62728	Absent
GB_GCA_964453515.1	#2ca02c	Present (high-confidence)
GB_GCA_035459365.1	#2ca02c	Present (high-confidence)
GB_GCA_963549415.1	#d62728	Absent
GB_GCA_031280785.1	#d62728	Absent
GB_GCA_035479795.1	#2ca02c	Present (high-confidence)
GB_GCA_947166895.1	#d62728	Absent
GB_GCA_905365345.1	#d62728	Absent
GB_GCA_938046495.1	#d62728	Absent
GB_GCA_964600295.1	#2ca02c	Present (high-confidence)
GB_GCA_015257795.3	#d62728	Absent
GB_GCA_035648575.1	#d62728	Absent
GB_GCA_964585155.1	#d62728	Absent
GB_GCA_964407405.1	#d62728	Absent
GB_GCA_963928385.1	#d62728	Absent
GB_GCA_965652985.1	#2ca02c	Present (high-confidence)
GB_GCA_038211855.1	#2ca02c	Present (high-confidence)
GB_GCA_017514765.1	#d62728	Absent
GB_GCA_964448015.1	#2ca02c	Present (high-confidence)
GB_GCA_010202265.1	#2ca02c	Present (high-confidence)
GB_GCA_025453305.1	#2ca02c	Present (high-confidence)
GB_GCA_044340745.1	#2ca02c	Present (high-confidence)
GB_GCA_963720265.1	#2ca02c	Present (high-confidence)
GB_GCA_937923035.1	#d62728	Absent
GB_GCA_964559915.1	#2ca02c	Present (high-confidence)
GB_GCA_964511655.1	#2ca02c	Present (high-confidence)
GB_GCA_947304155.1	#d62728	Absent
GB_GCA_948945085.1	#d62728	Absent
GB_GCA_966186595.1	#2ca02c	Present (high-confidence)
GB_GCA_964566735.1	#2ca02c	Present (high-confidence)
GB_GCA_965364395.1	#2ca02c	Present (high-confidence)
GB_GCA_043784545.1	#2ca02c	Present (high-confidence)
GB_GCA_017514105.1	#d62728	Absent
GB_GCA_938045415.1	#d62728	Absent
GB_GCA_963528595.1	#2ca02c	Present (high-confidence)
GB_GCA_964431025.1	#d62728	Absent
GB_GCA_947304395.1	#d62728	Absent
GB_GCA_963545945.1	#d62728	Absent
GB_GCA_020428265.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_964423995.1	#d62728	Absent
GB_GCA_964527485.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_943914775.1	#2ca02c	Present (high-confidence)
GB_GCA_043737705.1	#2ca02c	Present (high-confidence)
GB_GCA_964521095.1	#2ca02c	Present (high-confidence)
GB_GCA_020428025.1	#d62728	Absent
GB_GCA_035573115.1	#d62728	Absent
GB_GCA_964419675.1	#2ca02c	Present (high-confidence)
GB_GCA_002746885.1	#2ca02c	Present (high-confidence)
GB_GCA_022841445.1	#2ca02c	Present (high-confidence)
GB_GCA_009776375.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_029288485.1	#2ca02c	Present (high-confidence)
GB_GCA_035480475.1	#2ca02c	Present (high-confidence)
GB_GCA_964541305.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_964406725.1	#d62728	Absent
GB_GCA_017548735.1	#d62728	Absent
GB_GCA_937898545.1	#2ca02c	Present (high-confidence)
GB_GCA_964483315.1	#2ca02c	Present (high-confidence)
GB_GCA_963516705.1	#2ca02c	Present (high-confidence)
GB_GCA_900299395.1	#2ca02c	Present (high-confidence)
GB_GCA_964406525.1	#d62728	Absent
GB_GCA_040879175.1	#d62728	Absent
GB_GCA_035489815.1	#2ca02c	Present (high-confidence)
GB_GCA_036379755.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_946530965.1	#d62728	Absent
GB_GCA_035510355.1	#2ca02c	Present (high-confidence)
GB_GCA_035629475.1	#2ca02c	Present (high-confidence)
GB_GCA_045646085.1	#d62728	Absent
RS_GCF_004138405.1	#d62728	Absent
GB_GCA_017434345.1	#d62728	Absent
GB_GCA_964410005.1	#2ca02c	Present (high-confidence)
GB_GCA_027492975.1	#2ca02c	Present (high-confidence)
GB_GCA_964405545.1	#2ca02c	Present (high-confidence)
GB_GCA_049295575.1	#2ca02c	Present (high-confidence)
GB_GCA_035480575.1	#2ca02c	Present (high-confidence)
GB_GCA_937895875.1	#d62728	Absent
GB_GCA_964567555.1	#2ca02c	Present (high-confidence)
GB_GCA_043724245.1	#2ca02c	Present (high-confidence)
GB_GCA_938033885.1	#d62728	Absent
GB_GCA_937902295.1	#2ca02c	Present (high-confidence)
GB_GCA_035712845.1	#2ca02c	Present (high-confidence)
GB_GCA_010202645.1	#2ca02c	Present (high-confidence)
GB_GCA_027346135.1	#2ca02c	Present (high-confidence)
GB_GCA_964383395.1	#2ca02c	Present (high-confidence)
GB_GCA_045649305.1	#d62728	Absent
GB_GCA_963516175.1	#2ca02c	Present (high-confidence)
GB_GCA_964478695.1	#d62728	Absent
GB_GCA_020428425.1	#2ca02c	Present (high-confidence)
GB_GCA_022736555.1	#d62728	Absent
GB_GCA_946404685.1	#d62728	Absent
GB_GCA_964610775.1	#2ca02c	Present (high-confidence)
GB_GCA_013815775.1	#2ca02c	Present (high-confidence)
GB_GCA_013332955.2	#d62728	Absent
GB_GCA_017514025.1	#d62728	Absent
GB_GCA_963542675.1	#2ca02c	Present (high-confidence)
GB_GCA_017404325.1	#d62728	Absent
GB_GCA_015655045.1	#2ca02c	Present (high-confidence)
GB_GCA_001029695.1	#2ca02c	Present (high-confidence)
GB_GCA_964618675.1	#d62728	Absent
GB_GCA_963530635.1	#2ca02c	Present (high-confidence)
GB_GCA_002371895.1	#d62728	Absent
GB_GCA_947565505.1	#d62728	Absent
GB_GCA_046595225.1	#d62728	Absent
GB_GCA_964511635.1	#2ca02c	Present (high-confidence)
GB_GCA_900555425.1	#2ca02c	Present (high-confidence)
GB_GCA_963553655.1	#2ca02c	Present (high-confidence)
GB_GCA_964480265.1	#d62728	Absent
GB_GCA_964419165.1	#2ca02c	Present (high-confidence)
GB_GCA_017515205.1	#d62728	Absent
GB_GCA_938036915.1	#2ca02c	Present (high-confidence)
GB_GCA_964584135.1	#ff7f0e	Possible (truncated/partial)
GB_GCA_963545865.1	#2ca02c	Present (high-confidence)
GB_GCA_017536895.1	#d62728	Absent
GB_GCA_963548835.1	#2ca02c	Present (high-confidence)
GB_GCA_017431745.1	#d62728	Absent
GB_GCA_002421785.1	#2ca02c	Present (high-confidence)
